Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,School_Type,Peer_Influence,Physical_Activity,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
24.0,80,2.0,2.0,0,6.0,89,2,1.0,1,1,1,0,3,1.0,1.0,0,69
14.0,77,,3.0,0,6.0,75,2,1.0,1,2,1,0,4,,1.0,1,89
16.0,98,2.0,1.0,1,6.0,60,2,1.0,1,2,1,1,3,,3.0,0,67
31.0,69,2.0,2.0,0,7.0,52,2,0.0,2,3,1,0,5,1.0,3.0,0,92
19.0,81,3.0,3.0,0,6.0,73,1,0.0,1,1,1,1,3,,1.0,1,67
21.0,89,1.0,2.0,1,10.0,87,1,1.0,3,2,1,1,3,1.0,1.0,0,70
25.0,82,3.0,1.0,0,8.0,68,2,1.0,1,1,1,0,3,1.0,1.0,0,68
,97,2.0,1.0,1,9.0,62,2,1.0,0,1,1,1,2,3.0,1.0,0,70
21.0,75,2.0,2.0,1,7.0,70,1,1.0,3,2,1,1,4,3.0,1.0,0,67
22.0,79,2.0,2.0,1,7.0,98,3,1.0,0,3,1,0,3,,1.0,0,69
34.0,64,2.0,2.0,0,6.0,71,3,1.0,0,1,1,-1,4,,1.0,1,67
20.0,84,3.0,3.0,1,,63,2,1.0,0,1,1,1,4,,1.0,1,69
21.0,72,2.0,3.0,0,7.0,78,1,0.0,0,3,1,0,1,,1.0,1,63
26.0,66,2.0,2.0,0,6.0,91,2,1.0,3,2,1,1,3,1.0,1.0,1,69
27.0,82,2.0,3.0,0,6.0,51,1,1.0,1,1,1,-1,3,,2.0,0,66
27.0,81,,2.0,0,8.0,78,2,1.0,0,2,1,1,3,,2.0,0,68
24.0,63,2.0,2.0,1,9.0,92,2,1.0,4,2,1,1,4,3.0,1.0,0,69
13.0,88,3.0,1.0,1,9.0,61,1,1.0,4,2,1,-1,3,,1.0,1,66
30.0,85,2.0,2.0,1,,96,1,,1,2,1,0,4,,1.0,1,72
13.0,68,1.0,2.0,1,6.0,79,2,1.0,1,3,1,-1,3,1.0,1.0,0,62
,79,2.0,2.0,0,9.0,76,2,1.0,1,1,1,1,2,,1.0,0,67
15.0,89,3.0,,0,10.0,98,1,1.0,0,1,1,1,2,1.0,1.0,0,67
,81,3.0,3.0,1,7.0,56,1,0.0,1,2,1,1,3,,1.0,0,67
22.0,76,,1.0,0,9.0,87,1,1.0,2,1,1,0,3,1.0,1.0,1,65
22.0,73,3.0,1.0,0,5.0,91,2,1.0,1,2,1,1,3,3.0,2.0,0,67
23.0,84,1.0,1.0,0,6.0,74,2,0.0,3,1,1,1,1,,1.0,1,66
30.0,98,1.0,1.0,1,5.0,50,3,1.0,0,1,1,-1,2,1.0,1.0,0,70
23.0,87,1.0,3.0,0,8.0,76,2,1.0,2,3,1,1,5,3.0,1.0,1,71
19.0,63,1.0,3.0,1,7.0,58,2,1.0,2,1,1,0,3,3.0,1.0,1,64
26.0,78,1.0,3.0,1,7.0,78,1,,4,2,1,0,4,,2.0,1,69
27.0,96,2.0,3.0,1,9.0,87,1,0.0,0,2,1,1,2,1.0,2.0,0,72
13.0,64,2.0,1.0,1,,77,2,1.0,0,1,1,0,4,,1.0,0,60
24.0,100,2.0,1.0,1,7.0,82,1,1.0,1,2,1,1,3,,2.0,0,71
24.0,98,,2.0,1,5.0,55,3,1.0,0,2,1,1,3,,2.0,0,71
18.0,63,3.0,3.0,0,,55,2,1.0,2,3,1,1,2,3.0,1.0,1,66
28.0,97,2.0,2.0,0,9.0,93,1,1.0,3,2,1,0,3,,1.0,1,74
19.0,75,2.0,2.0,0,8.0,52,3,1.0,0,1,1,-1,4,3.0,2.0,0,64
21.0,94,2.0,1.0,1,7.0,64,1,1.0,2,2,1,0,2,,1.0,0,68
19.0,77,,1.0,0,6.0,97,1,1.0,4,1,1,-1,2,,1.0,0,66
20.0,78,2.0,2.0,0,,73,1,1.0,1,1,1,-1,3,1.0,1.0,1,65
13.0,85,1.0,3.0,1,7.0,84,2,,0,1,1,0,5,,2.0,1,64
11.0,91,2.0,1.0,0,8.0,61,2,1.0,1,3,1,1,3,3.0,3.0,0,65
,61,3.0,3.0,0,10.0,64,1,1.0,4,2,1,1,2,3.0,2.0,0,69
15.0,84,,3.0,1,6.0,75,2,1.0,2,2,1,1,4,3.0,,1,68
14.0,67,2.0,3.0,0,7.0,82,1,1.0,1,2,1,0,3,,3.0,1,62
7.0,74,1.0,3.0,0,9.0,98,3,1.0,3,3,1,0,2,,2.0,0,63
16.0,74,3.0,1.0,0,9.0,79,3,1.0,0,3,1,0,4,3.0,2.0,1,65
12.0,79,1.0,3.0,0,6.0,55,2,1.0,1,1,1,0,4,1.0,3.0,1,62
30.0,73,1.0,2.0,0,7.0,68,2,1.0,0,1,1,1,2,3.0,1.0,0,67
26.0,64,1.0,3.0,0,6.0,62,1,1.0,1,1,1,1,5,,2.0,0,64
16.0,66,2.0,1.0,0,6.0,63,1,1.0,2,2,1,0,3,1.0,2.0,0,61
,61,1.0,2.0,0,,75,2,1.0,1,1,1,0,2,1.0,3.0,0,65
26.0,79,3.0,1.0,0,7.0,66,2,1.0,1,3,1,1,5,,2.0,0,67
18.0,98,3.0,1.0,0,7.0,64,2,1.0,0,2,1,1,4,3.0,2.0,0,70
5.0,65,2.0,3.0,1,7.0,98,1,1.0,1,1,1,1,3,,3.0,0,59
34.0,98,2.0,3.0,0,7.0,79,2,1.0,1,1,1,0,4,1.0,1.0,0,75
12.0,89,1.0,2.0,1,7.0,63,2,1.0,4,1,1,0,2,1.0,1.0,0,67
10.0,85,2.0,2.0,1,6.0,64,1,,1,2,1,-1,3,1.0,1.0,0,64
26.0,86,2.0,3.0,1,9.0,91,2,,3,3,1,0,3,,1.0,1,72
35.0,93,2.0,2.0,1,,94,2,1.0,5,2,1,0,2,1.0,1.0,1,76
28.0,64,2.0,3.0,1,6.0,84,1,1.0,2,2,1,1,2,3.0,1.0,0,69
23.0,80,1.0,2.0,0,7.0,72,1,,0,1,1,-1,5,,1.0,0,65
24.0,88,3.0,2.0,0,10.0,88,1,1.0,2,3,1,1,1,3.0,3.0,1,72
25.0,83,2.0,3.0,1,6.0,97,1,1.0,0,1,1,0,4,,1.0,0,69
25.0,93,3.0,2.0,0,8.0,58,2,1.0,0,3,1,1,4,,2.0,1,71
22.0,63,3.0,2.0,0,,93,3,1.0,0,2,1,0,2,,3.0,0,64
21.0,88,3.0,3.0,1,7.0,92,3,1.0,2,2,1,1,3,3.0,1.0,1,74
20.0,81,2.0,3.0,1,8.0,68,2,1.0,0,2,1,0,3,1.0,1.0,0,68
15.0,75,2.0,3.0,1,4.0,65,3,1.0,1,1,1,1,4,3.0,2.0,1,66
18.0,74,2.0,2.0,0,6.0,78,3,1.0,0,3,1,1,2,,2.0,1,65
10.0,85,3.0,2.0,1,8.0,64,1,,2,3,1,0,3,3.0,1.0,1,67
19.0,96,2.0,2.0,0,7.0,57,3,1.0,0,1,1,1,3,,1.0,1,69
14.0,80,3.0,1.0,1,7.0,98,3,1.0,2,1,1,-1,2,,1.0,0,66
13.0,93,2.0,3.0,1,8.0,75,2,,1,2,1,1,2,,1.0,0,69
21.0,76,2.0,2.0,1,6.0,74,2,1.0,2,2,1,0,3,,1.0,0,67
28.0,64,,2.0,1,9.0,56,2,1.0,1,1,1,-1,2,1.0,1.0,0,64
26.0,62,3.0,3.0,0,,75,2,,2,2,1,0,2,1.0,2.0,0,67
11.0,62,1.0,3.0,1,7.0,87,3,0.0,3,1,1,1,3,,3.0,1,61
14.0,75,2.0,1.0,1,8.0,62,1,1.0,0,3,1,-1,2,,2.0,1,61
26.0,73,2.0,2.0,1,9.0,68,3,,4,2,1,0,2,,3.0,0,68
14.0,89,1.0,3.0,0,6.0,59,1,1.0,2,1,1,0,5,3.0,2.0,0,66
19.0,90,,2.0,0,8.0,68,1,1.0,0,3,1,-1,4,,2.0,0,66
23.0,62,2.0,3.0,0,10.0,93,3,,2,1,1,1,4,1.0,1.0,1,68
14.0,69,1.0,3.0,0,8.0,62,3,1.0,1,2,1,0,2,,1.0,0,63
21.0,71,,2.0,1,7.0,51,2,1.0,3,2,1,0,3,3.0,2.0,1,66
12.0,82,3.0,2.0,1,10.0,77,3,1.0,0,2,1,0,4,1.0,3.0,1,66
16.0,66,3.0,2.0,1,7.0,79,3,1.0,0,3,1,0,3,1.0,1.0,1,66
22.0,65,2.0,2.0,1,9.0,66,3,,2,2,1,-1,4,,1.0,0,65
10.0,98,2.0,2.0,1,,82,2,1.0,2,3,1,1,2,1.0,2.0,0,69
23.0,92,2.0,3.0,0,9.0,52,3,,1,3,1,1,2,,1.0,1,71
20.0,67,3.0,3.0,0,6.0,67,3,1.0,1,2,1,1,2,1.0,1.0,1,66
23.0,76,2.0,2.0,1,7.0,57,3,,1,2,1,-1,3,,2.0,1,66
21.0,74,2.0,3.0,1,6.0,61,1,0.0,0,1,1,1,4,,1.0,0,65
28.0,92,1.0,,0,10.0,69,2,1.0,4,1,1,0,4,,2.0,1,71
21.0,80,,3.0,0,7.0,75,3,1.0,3,2,1,0,2,,3.0,0,69
17.0,65,1.0,1.0,1,5.0,55,2,,2,1,1,1,3,,1.0,1,61
,90,3.0,2.0,1,7.0,55,3,,1,1,1,0,4,,1.0,1,70
23.0,76,2.0,2.0,0,8.0,84,3,1.0,2,3,1,1,4,1.0,1.0,1,70
20.0,71,2.0,,0,7.0,70,3,1.0,0,3,1,-1,4,,1.0,1,65
20.0,75,2.0,1.0,1,6.0,59,2,1.0,2,2,1,-1,1,3.0,2.0,0,64
16.0,80,3.0,3.0,1,,62,1,1.0,0,3,1,0,4,3.0,1.0,1,68
16.0,74,1.0,2.0,1,9.0,86,1,1.0,1,1,1,0,2,,1.0,1,63
12.0,70,2.0,3.0,0,5.0,53,2,1.0,2,1,1,1,3,1.0,1.0,0,63
,76,,2.0,1,6.0,75,1,1.0,3,3,1,1,3,1.0,1.0,1,71
,61,3.0,1.0,0,7.0,68,1,0.0,1,2,1,0,2,,1.0,0,58
,91,2.0,2.0,1,6.0,91,2,1.0,1,2,1,0,2,,2.0,1,68
16.0,67,2.0,3.0,0,,90,3,1.0,1,3,1,0,4,,1.0,0,65
25.0,62,2.0,2.0,0,10.0,84,1,1.0,2,1,1,1,3,1.0,1.0,1,65
18.0,86,3.0,1.0,1,6.0,69,1,1.0,2,2,1,1,2,,1.0,0,68
27.0,91,1.0,,1,9.0,82,2,,0,1,1,0,1,,3.0,0,69
16.0,93,2.0,2.0,1,5.0,82,1,1.0,5,3,1,1,1,,1.0,0,71
,80,1.0,,0,8.0,67,1,1.0,2,1,1,1,2,3.0,2.0,0,65
15.0,68,1.0,2.0,1,6.0,94,1,1.0,0,2,1,0,5,3.0,1.0,1,64
33.0,89,1.0,2.0,0,8.0,99,2,1.0,2,3,1,1,4,1.0,2.0,0,75
13.0,88,3.0,2.0,0,4.0,66,1,1.0,1,1,1,1,4,,1.0,1,67
22.0,70,2.0,3.0,1,5.0,90,3,1.0,1,2,1,0,3,1.0,3.0,1,68
24.0,96,3.0,3.0,0,8.0,75,1,1.0,1,2,1,1,1,1.0,2.0,1,72
22.0,64,2.0,2.0,0,6.0,73,3,1.0,3,2,1,1,4,3.0,2.0,1,67
,99,3.0,2.0,0,7.0,69,2,1.0,1,3,1,1,3,,1.0,0,72
19.0,94,,1.0,1,10.0,65,3,,1,1,1,-1,3,3.0,2.0,0,69
20.0,88,1.0,1.0,0,7.0,96,1,1.0,0,3,1,1,3,3.0,2.0,0,68
19.0,98,2.0,2.0,1,8.0,87,2,1.0,0,2,1,-1,6,,1.0,0,70
26.0,89,,2.0,0,6.0,72,3,1.0,1,1,1,0,3,1.0,1.0,1,69
,68,2.0,1.0,1,5.0,88,2,1.0,2,1,1,-1,1,1.0,2.0,0,67
17.0,78,2.0,2.0,0,7.0,86,2,0.0,0,1,1,0,3,1.0,1.0,1,63
,63,2.0,3.0,0,5.0,63,1,1.0,4,1,1,1,2,,2.0,0,61
19.0,76,2.0,3.0,1,6.0,59,2,1.0,1,2,1,0,3,,1.0,1,66
35.0,90,3.0,2.0,1,7.0,92,1,0.0,0,1,1,0,4,,1.0,0,73
,75,2.0,3.0,1,7.0,91,3,1.0,0,2,1,0,3,1.0,2.0,0,67
30.0,73,,2.0,1,8.0,100,2,1.0,2,3,1,0,2,,1.0,1,72
30.0,84,3.0,2.0,0,8.0,51,1,1.0,1,1,1,1,4,3.0,3.0,0,69
17.0,95,1.0,3.0,0,5.0,77,2,1.0,2,2,1,1,4,,2.0,1,69
,62,1.0,3.0,1,6.0,85,2,1.0,1,1,1,-1,3,1.0,2.0,0,63
30.0,75,,2.0,1,,79,1,1.0,0,2,1,-1,4,,2.0,0,67
18.0,66,2.0,2.0,0,6.0,86,2,1.0,0,3,1,1,2,,2.0,1,63
19.0,88,2.0,3.0,1,8.0,57,1,0.0,1,2,1,-1,4,1.0,1.0,0,66
,64,2.0,2.0,0,9.0,50,2,1.0,2,1,1,1,4,,2.0,1,62
14.0,87,,2.0,1,,55,2,1.0,2,1,1,1,4,3.0,1.0,0,68
16.0,71,2.0,3.0,0,9.0,69,2,1.0,1,1,1,0,4,3.0,1.0,1,65
13.0,68,1.0,1.0,1,8.0,66,2,1.0,0,2,1,0,4,1.0,1.0,0,59
,97,3.0,2.0,1,7.0,94,3,1.0,1,2,1,-1,1,1.0,2.0,0,72
15.0,61,2.0,3.0,1,6.0,54,2,1.0,0,3,1,0,2,3.0,1.0,0,63
21.0,78,,2.0,0,4.0,72,2,1.0,1,2,1,0,4,3.0,1.0,0,68
11.0,61,2.0,2.0,1,9.0,98,3,1.0,0,2,1,-1,2,,2.0,0,61
22.0,79,,2.0,0,7.0,75,1,1.0,1,1,1,0,3,,1.0,1,65
,80,2.0,2.0,1,9.0,57,1,1.0,2,1,1,1,3,,2.0,1,68
,73,1.0,2.0,1,6.0,65,3,1.0,1,1,1,0,4,1.0,2.0,0,61
22.0,65,1.0,1.0,1,10.0,81,2,1.0,1,1,1,0,3,3.0,1.0,0,63
27.0,75,2.0,2.0,1,,51,3,1.0,1,2,1,-1,2,3.0,1.0,0,67
13.0,87,1.0,2.0,1,6.0,98,1,1.0,0,3,1,1,3,3.0,2.0,0,66
30.0,91,2.0,,1,,78,3,1.0,3,2,1,1,2,3.0,1.0,0,75
23.0,81,2.0,2.0,0,,85,1,1.0,0,2,1,1,4,,1.0,0,68
16.0,84,1.0,2.0,0,7.0,75,3,1.0,2,2,1,-1,3,,1.0,1,65
20.0,68,1.0,2.0,0,6.0,98,3,1.0,0,1,1,-1,4,,1.0,1,64
23.0,71,3.0,2.0,1,4.0,79,2,0.0,2,1,1,1,3,,1.0,0,67
20.0,66,1.0,2.0,1,6.0,83,2,1.0,2,1,1,0,3,1.0,1.0,0,64
23.0,70,2.0,,1,9.0,93,2,1.0,0,1,1,0,2,3.0,2.0,1,67
14.0,69,2.0,3.0,1,6.0,93,1,0.0,2,1,1,0,0,,1.0,0,63
21.0,81,3.0,2.0,1,4.0,51,2,1.0,0,2,1,1,2,1.0,2.0,1,67
12.0,83,3.0,1.0,1,5.0,64,2,1.0,1,3,1,-1,2,3.0,1.0,1,65
19.0,98,,1.0,1,7.0,62,3,,1,1,1,0,2,,1.0,1,70
15.0,68,2.0,2.0,1,6.0,50,3,1.0,2,3,1,0,3,,2.0,0,62
16.0,86,3.0,2.0,1,7.0,94,2,1.0,2,1,1,0,3,,2.0,1,69
27.0,93,2.0,1.0,1,,66,2,,2,2,1,-1,3,1.0,2.0,1,70
27.0,82,2.0,2.0,1,9.0,67,1,1.0,1,1,1,0,2,,2.0,0,68
24.0,70,2.0,3.0,0,8.0,55,2,1.0,4,1,1,1,4,3.0,2.0,1,68
13.0,71,2.0,2.0,1,10.0,99,2,1.0,0,1,1,0,3,3.0,1.0,0,64
18.0,62,1.0,3.0,1,6.0,91,3,0.0,4,1,1,0,1,,2.0,0,63
27.0,72,1.0,1.0,1,7.0,79,2,1.0,2,3,1,1,2,3.0,2.0,1,68
21.0,90,3.0,1.0,1,9.0,89,1,1.0,1,1,1,0,2,,3.0,1,67
34.0,62,3.0,1.0,0,8.0,89,1,1.0,3,1,1,0,4,1.0,2.0,1,68
22.0,69,2.0,3.0,1,,83,2,1.0,1,1,1,1,2,1.0,2.0,1,66
21.0,88,2.0,2.0,1,8.0,59,1,0.0,2,2,1,-1,1,3.0,1.0,0,67
18.0,91,3.0,2.0,0,8.0,86,3,1.0,1,2,1,0,4,,2.0,0,69
21.0,78,3.0,2.0,1,4.0,78,2,1.0,2,3,1,-1,3,,3.0,0,68
19.0,88,2.0,3.0,0,6.0,86,2,1.0,4,2,1,1,3,1.0,2.0,0,70
24.0,76,2.0,2.0,0,7.0,77,2,1.0,3,2,1,-1,4,3.0,2.0,1,68
26.0,66,1.0,2.0,1,9.0,98,2,1.0,2,1,1,0,2,1.0,1.0,0,66
15.0,76,2.0,3.0,1,8.0,81,2,,2,1,1,0,4,3.0,2.0,1,67
12.0,83,2.0,2.0,0,6.0,79,2,1.0,1,3,1,0,4,,2.0,1,65
,98,2.0,2.0,0,6.0,92,2,1.0,0,2,1,0,5,,2.0,0,67
23.0,63,2.0,,0,8.0,69,3,1.0,2,2,1,-1,4,,1.0,0,63
13.0,80,1.0,3.0,1,4.0,66,3,1.0,2,1,1,-1,2,,2.0,1,64
7.0,73,3.0,2.0,1,6.0,75,2,1.0,3,1,1,0,3,1.0,1.0,1,64
22.0,80,1.0,1.0,0,9.0,79,3,1.0,0,2,1,0,3,1.0,2.0,1,66
35.0,61,2.0,3.0,1,7.0,61,1,1.0,2,2,1,1,4,,1.0,0,68
20.0,73,3.0,2.0,1,6.0,84,3,,0,2,1,1,3,,2.0,0,67
25.0,93,2.0,3.0,0,5.0,90,1,1.0,1,2,1,1,2,1.0,1.0,0,72
20.0,82,2.0,2.0,1,8.0,79,1,1.0,1,1,1,1,4,,1.0,0,67
19.0,78,2.0,,0,7.0,76,3,1.0,2,2,1,0,3,1.0,2.0,1,66
26.0,71,3.0,1.0,0,7.0,65,2,1.0,1,1,1,1,3,1.0,1.0,1,66
,72,,3.0,1,8.0,95,2,1.0,1,2,1,-1,4,,2.0,0,67
22.0,75,2.0,2.0,0,7.0,88,1,1.0,0,1,1,0,3,3.0,3.0,0,65
22.0,93,3.0,2.0,0,7.0,74,1,1.0,2,2,1,-1,3,1.0,3.0,0,70
16.0,99,1.0,2.0,1,5.0,83,1,1.0,0,1,1,0,4,3.0,1.0,1,69
26.0,78,3.0,3.0,1,5.0,67,1,1.0,1,3,1,-1,3,,2.0,0,69
19.0,76,3.0,2.0,1,8.0,53,2,1.0,1,2,1,-1,4,1.0,1.0,1,66
15.0,94,2.0,1.0,0,8.0,60,2,1.0,2,2,1,0,4,,3.0,0,66
23.0,77,3.0,3.0,1,,54,2,1.0,1,1,1,-1,3,1.0,2.0,1,67
15.0,82,2.0,3.0,1,6.0,75,2,1.0,1,2,1,1,3,,1.0,0,67
20.0,69,2.0,2.0,1,8.0,81,3,,2,2,1,1,4,,1.0,0,67
20.0,90,3.0,3.0,1,6.0,69,2,1.0,2,3,1,0,3,,1.0,1,72
27.0,81,2.0,1.0,1,,77,1,1.0,1,2,1,0,4,1.0,2.0,1,68
23.0,92,2.0,,1,6.0,54,3,1.0,3,2,1,1,2,3.0,1.0,0,70
20.0,91,2.0,,1,6.0,88,2,1.0,1,1,1,1,4,,2.0,0,69
25.0,69,3.0,1.0,1,7.0,52,3,1.0,1,1,1,1,4,,2.0,0,65
28.0,89,3.0,3.0,0,8.0,82,2,1.0,0,2,1,-1,3,3.0,3.0,0,72
23.0,92,,3.0,0,7.0,72,2,1.0,0,1,1,0,4,1.0,3.0,1,69
20.0,74,2.0,2.0,1,7.0,59,1,1.0,5,3,1,1,4,,1.0,1,68
12.0,67,3.0,3.0,0,6.0,76,3,1.0,1,1,1,-1,2,,2.0,0,62
14.0,60,,,1,,89,1,1.0,2,2,1,0,3,,2.0,0,60
18.0,78,3.0,2.0,1,7.0,71,1,1.0,3,2,1,0,4,,2.0,0,67
16.0,74,3.0,3.0,1,6.0,68,1,1.0,2,2,1,0,4,1.0,1.0,0,67
19.0,82,2.0,3.0,1,7.0,57,2,1.0,1,2,1,0,3,,1.0,0,67
20.0,68,2.0,2.0,1,,80,1,1.0,0,1,1,0,4,,1.0,1,63
23.0,94,2.0,1.0,1,10.0,91,3,1.0,1,2,1,0,3,,1.0,0,71
20.0,70,2.0,2.0,1,6.0,78,3,1.0,0,2,1,1,2,1.0,1.0,1,66
23.0,69,2.0,2.0,1,,58,3,1.0,0,2,1,0,1,3.0,1.0,1,65
,79,3.0,2.0,1,7.0,83,3,1.0,2,2,1,1,2,,2.0,1,69
,80,,1.0,0,6.0,52,3,1.0,2,2,1,1,1,,1.0,1,63
14.0,69,,2.0,1,5.0,92,3,1.0,3,1,1,-1,2,3.0,2.0,1,64
19.0,71,3.0,3.0,0,5.0,96,3,1.0,2,1,1,0,0,1.0,1.0,1,67
13.0,67,2.0,2.0,1,6.0,80,3,1.0,1,1,1,-1,2,,2.0,0,62
24.0,89,2.0,1.0,1,6.0,94,1,1.0,2,2,1,0,2,,3.0,0,68
29.0,91,2.0,3.0,0,5.0,54,1,1.0,2,1,1,0,3,3.0,2.0,0,71
27.0,78,3.0,2.0,0,7.0,61,2,0.0,1,1,1,-1,3,,2.0,1,66
19.0,89,2.0,3.0,1,4.0,66,1,1.0,1,1,1,1,1,3.0,1.0,1,69
29.0,89,2.0,1.0,1,8.0,89,1,1.0,1,2,1,0,4,,2.0,0,71
21.0,66,,2.0,1,6.0,74,2,1.0,2,2,1,0,4,,1.0,1,66
18.0,99,2.0,2.0,0,6.0,67,2,1.0,5,1,1,1,3,3.0,1.0,1,72
16.0,93,2.0,2.0,1,8.0,58,2,1.0,1,3,1,1,4,1.0,1.0,1,70
18.0,68,1.0,2.0,0,8.0,91,3,1.0,1,1,1,0,3,3.0,1.0,1,65
18.0,67,3.0,2.0,0,6.0,51,2,1.0,0,2,1,1,2,1.0,1.0,1,64
21.0,65,2.0,2.0,1,8.0,67,2,1.0,1,1,1,1,2,1.0,2.0,0,63
21.0,66,2.0,2.0,0,,62,1,0.0,3,2,1,1,2,,1.0,0,63
,90,1.0,2.0,0,,56,2,0.0,3,2,1,1,2,,2.0,0,66
23.0,79,3.0,,1,8.0,59,1,1.0,1,1,1,-1,4,1.0,2.0,0,68
27.0,91,2.0,,1,5.0,75,1,1.0,1,3,1,0,4,1.0,1.0,0,74
26.0,90,3.0,3.0,0,9.0,71,1,1.0,0,3,1,-1,2,1.0,1.0,1,71
11.0,84,3.0,2.0,1,6.0,76,3,1.0,3,1,1,-1,3,,2.0,1,67
5.0,87,3.0,,0,6.0,86,2,1.0,2,2,1,1,3,3.0,1.0,1,66
26.0,61,3.0,2.0,1,9.0,95,2,,0,2,1,-1,6,1.0,1.0,0,67
12.0,72,1.0,3.0,1,8.0,56,3,1.0,3,1,1,1,1,,2.0,0,62
,86,2.0,1.0,0,6.0,54,1,1.0,1,3,1,1,5,3.0,1.0,0,68
,60,2.0,2.0,1,7.0,66,2,,2,1,1,1,3,3.0,1.0,0,62
9.0,61,3.0,2.0,1,6.0,77,1,0.0,1,3,1,0,2,,1.0,0,82
23.0,94,3.0,2.0,0,5.0,55,3,1.0,2,2,1,1,2,,1.0,0,70
25.0,87,3.0,2.0,0,7.0,86,2,1.0,4,2,1,-1,2,1.0,1.0,0,72
17.0,71,1.0,3.0,1,6.0,78,1,1.0,0,2,1,1,4,1.0,1.0,1,64
4.0,88,2.0,3.0,0,6.0,87,1,1.0,1,2,1,0,4,1.0,1.0,0,66
17.0,92,2.0,2.0,1,9.0,68,3,1.0,0,2,1,1,3,1.0,1.0,1,68
22.0,72,1.0,2.0,0,6.0,70,1,1.0,1,3,1,0,3,3.0,3.0,0,64
11.0,61,1.0,2.0,1,7.0,90,3,,0,2,1,0,3,,1.0,1,61
21.0,97,2.0,2.0,1,9.0,63,2,,0,2,1,1,1,,2.0,0,69
20.0,74,3.0,3.0,0,7.0,69,1,1.0,2,3,1,0,2,1.0,1.0,0,68
23.0,64,2.0,2.0,0,6.0,51,2,1.0,1,2,1,1,5,1.0,1.0,0,64
,80,2.0,,0,,78,2,1.0,1,1,1,-1,4,,2.0,1,67
14.0,91,,2.0,1,8.0,93,2,1.0,0,2,1,0,3,,2.0,0,67
27.0,69,2.0,2.0,0,8.0,51,2,1.0,1,3,1,-1,2,,1.0,0,65
19.0,71,3.0,2.0,1,10.0,81,2,1.0,2,2,1,1,3,,1.0,1,68
20.0,70,2.0,3.0,1,6.0,92,2,1.0,2,2,1,1,3,,1.0,0,67
14.0,100,1.0,2.0,0,7.0,75,1,1.0,1,1,1,1,3,3.0,2.0,0,67
17.0,68,2.0,3.0,1,5.0,66,2,1.0,1,3,1,-1,4,,1.0,0,64
15.0,83,3.0,3.0,1,8.0,100,2,1.0,0,2,1,1,3,1.0,1.0,1,70
19.0,97,2.0,,0,7.0,53,2,1.0,2,1,1,0,3,1.0,2.0,0,69
,66,2.0,3.0,0,7.0,61,1,1.0,0,3,1,1,2,,3.0,0,66
12.0,99,1.0,,0,6.0,94,2,1.0,2,2,1,0,3,3.0,2.0,0,69
10.0,98,1.0,2.0,1,6.0,65,2,1.0,1,1,1,1,2,,1.0,0,66
29.0,95,3.0,2.0,1,7.0,91,1,1.0,1,1,1,0,3,,2.0,1,73
19.0,69,2.0,2.0,1,6.0,67,2,0.0,4,3,1,1,4,3.0,2.0,0,66
16.0,85,2.0,3.0,1,7.0,91,3,1.0,0,2,1,0,2,3.0,2.0,0,69
26.0,90,2.0,1.0,1,7.0,84,1,1.0,1,2,1,1,3,,2.0,0,70
16.0,99,3.0,2.0,1,5.0,73,3,1.0,1,2,1,1,5,1.0,3.0,0,71
31.0,67,,3.0,1,5.0,76,2,1.0,2,2,1,1,4,1.0,1.0,0,70
,91,3.0,1.0,1,6.0,59,2,1.0,0,1,1,0,4,,1.0,0,69
17.0,74,2.0,2.0,0,9.0,56,2,1.0,1,2,1,-1,3,,2.0,0,63
33.0,67,3.0,2.0,1,6.0,86,2,1.0,4,2,1,1,3,,1.0,1,71
16.0,77,3.0,,0,7.0,92,1,1.0,2,2,1,-1,2,1.0,1.0,0,67
24.0,92,2.0,2.0,1,5.0,86,3,1.0,3,2,1,0,2,,1.0,1,73
22.0,79,1.0,,1,6.0,96,2,1.0,1,3,1,0,2,1.0,2.0,0,68
28.0,82,1.0,2.0,1,5.0,95,2,1.0,0,3,1,0,3,,1.0,0,69
29.0,100,3.0,3.0,1,8.0,89,2,1.0,2,2,1,0,3,,2.0,1,76
20.0,76,1.0,2.0,1,5.0,95,2,1.0,4,1,1,1,3,,1.0,0,68
15.0,85,2.0,2.0,0,8.0,58,3,,1,1,1,-1,3,1.0,1.0,0,65
23.0,75,2.0,,1,8.0,87,1,,0,3,1,1,1,,1.0,1,66
16.0,76,2.0,1.0,0,7.0,88,3,1.0,0,1,1,1,2,3.0,1.0,0,65
32.0,88,1.0,2.0,0,8.0,58,1,1.0,3,1,1,-1,3,,2.0,0,69
21.0,98,3.0,2.0,1,10.0,95,2,1.0,0,2,1,0,1,,,0,71
18.0,82,3.0,1.0,1,8.0,50,2,1.0,1,3,1,1,3,,2.0,0,66
21.0,91,,3.0,0,5.0,72,2,,3,1,1,-1,3,,1.0,1,69
12.0,64,2.0,2.0,0,9.0,51,1,0.0,2,1,1,0,4,1.0,1.0,0,59
,68,2.0,3.0,0,7.0,76,2,1.0,2,3,1,1,3,,1.0,0,65
,80,3.0,3.0,0,10.0,71,3,1.0,4,1,1,0,2,1.0,1.0,0,72
